id,Y18
4752,20.945442
4753,20.399662
4754,19.880009
4755,19.629923
4756,18.99265
4757,18.666084
4758,18.494547
4759,18.530548
4760,18.509762
4761,18.427351
4762,18.532574
4763,18.412022
4764,18.53114
4765,18.737282
4766,18.775826
4767,18.60334
4768,18.56314
4769,18.20428
4770,18.548899
4771,18.681213
4772,18.389713
4773,18.385742
4774,18.696854
4775,18.682055
4776,18.883423
4777,18.765512
4778,18.221992
4779,18.372665
4780,17.858627
4781,18.224453
4782,18.409328
4783,18.404392
4784,18.459099
4785,18.482922
4786,18.425783
4787,18.4656
4788,18.627426
4789,18.839989
4790,19.165813
4791,19.369339
4792,19.533869
4793,19.803879
4794,19.838982
4795,20.467735
4796,20.63085
4797,21.414122
4798,22.42449
4799,23.59469
4800,24.339998
4801,24.542852
4802,25.273937
4803,25.974642
4804,26.904263
4805,28.351402
4806,29.349478
4807,29.963871
4808,31.06601
4809,31.734295
4810,32.395016
4811,32.74294
4812,33.396065
4813,34.24827
4814,34.864117
4815,35.82087
4816,36.373703
4817,37.048634
4818,39.214985
4819,39.77868
4820,40.779278
4821,41.0398
4822,40.931366
4823,41.19905
4824,41.814644
4825,40.551914
4826,41.30934
4827,41.34452
4828,41.101147
4829,41.969666
4830,41.95503
4831,41.810635
4832,41.981953
4833,42.268917
4834,42.138496
4835,41.309994
4836,39.892338
4837,38.90907
4838,38.422245
4839,37.57691
4840,36.71509
4841,36.213284
4842,35.95064
4843,35.699677
4844,35.098576
4845,34.82723
4846,33.689896
4847,33.208385
4848,33.33457
4849,33.59552
4850,33.318073
4851,33.459106
4852,33.43534
4853,33.489338
4854,33.425495
4855,31.975815
4856,32.61078
4857,32.525303
4858,32.959454
4859,32.966316
4860,32.851635
4861,31.980267
4862,31.518614
4863,31.59432
4864,31.46312
4865,30.314825
4866,29.925297
4867,29.440468
4868,28.896297
4869,28.208857
4870,27.723698
4871,26.944082
4872,26.30629
4873,25.920343
4874,25.817162
4875,25.648758
4876,25.330044
4877,24.98764
4878,24.516056
4879,23.966537
4880,23.69011
4881,23.633419
4882,23.425137
4883,23.193848
4884,22.76398
4885,22.893047
4886,23.32969
4887,23.696796
4888,23.81719
4889,23.13704
4890,22.895409
4891,22.614792
4892,22.590157
4893,22.278748
4894,22.199017
4895,21.590883
4896,21.715607
4897,22.71871
4898,22.647003
4899,22.659664
4900,22.531322
4901,22.46562
4902,22.105524
4903,21.880169
4904,21.477953
4905,20.98352
4906,20.024353
4907,19.338722
4908,18.948723
4909,18.604681
4910,18.201292
4911,17.885992
4912,17.590633
4913,17.393383
4914,17.098425
4915,16.980196
4916,16.97666
4917,16.961012
4918,16.917955
4919,16.883091
4920,16.673635
4921,16.755703
4922,16.701252
4923,16.524336
4924,16.651796
4925,16.94857
4926,17.018911
4927,16.782518
4928,16.627472
4929,16.697308
4930,17.156963
4931,17.310633
4932,17.105268
4933,17.27707
4934,17.459461
4935,17.540077
4936,18.086037
4937,18.663496
4938,19.476055
4939,20.027784
4940,20.306606
4941,20.543999
4942,21.30901
4943,22.56947
4944,23.746006
4945,25.209877
4946,26.148285
4947,27.19167
4948,28.180412
4949,29.265623
4950,29.892117
4951,30.95256
4952,31.35601
4953,32.354313
4954,33.128086
4955,34.549545
4956,35.287174
4957,36.29067
4958,36.77613
4959,37.65764
4960,38.195904
4961,38.448906
4962,39.08973
4963,39.401722
4964,39.837215
4965,40.407047
4966,40.387558
4967,41.60133
4968,41.21069
4969,41.445255
4970,41.614056
4971,40.94921
4972,41.241295
4973,41.214146
4974,41.553883
4975,41.179893
4976,41.68342
4977,40.423656
4978,39.35781
4979,39.859673
4980,39.828526
4981,38.869682
4982,38.42633
4983,37.375202
4984,37.54552
4985,37.185944
4986,36.695255
4987,36.573627
4988,36.39636
4989,36.26014
4990,35.417362
4991,34.33533
4992,34.143154
4993,33.470364
4994,33.383327
4995,33.590664
4996,33.88023
4997,33.438637
4998,33.040966
4999,32.82568
5000,33.124157
5001,32.736645
5002,32.565952
5003,32.44647
5004,32.30466
5005,31.991545
5006,31.895105
5007,31.6926
5008,31.348732
5009,30.898438
5010,30.52334
5011,29.935047
5012,29.50534
5013,29.212336
5014,28.67054
5015,28.28387
5016,27.848282
5017,27.394382
5018,26.712261
5019,26.478622
5020,26.143467
5021,25.85537
5022,25.646185
5023,25.674961
5024,25.545853
5025,24.934608
5026,25.225851
5027,25.210773
5028,24.713028
5029,25.517813
5030,25.240446
5031,25.218327
5032,24.83871
5033,25.36123
5034,24.613232
5035,24.570496
5036,24.501572
5037,24.145748
5038,23.809513
5039,23.469788
5040,23.398237
5041,24.348286
5042,24.505732
5043,24.50774
5044,24.29475
5045,23.882734
5046,23.545609
5047,23.600464
5048,23.229176
5049,23.024826
5050,22.74607
5051,21.847246
5052,21.00007
5053,20.2144
5054,19.91454
5055,19.611042
5056,19.280695
5057,19.03206
5058,18.548758
5059,18.606258
5060,18.374874
5061,18.430513
5062,17.795017
5063,17.329855
5064,17.089844
5065,16.722387
5066,16.619793
5067,16.586384
5068,16.565722
5069,16.517288
5070,16.558311
5071,16.571793
5072,16.641586
5073,16.461626
5074,16.612434
5075,16.832909
5076,17.00173
5077,17.354898
5078,17.918747
5079,18.282871
5080,18.532454
5081,19.483078
5082,20.347765
5083,21.124853
5084,22.106167
5085,22.892616
5086,23.57061
5087,24.783072
5088,25.944874
5089,27.126884
5090,27.823729
5091,28.948648
5092,30.202465
5093,31.490015
5094,32.924473
5095,34.12334
5096,35.53302
5097,36.25372
5098,37.216972
5099,37.87344
5100,38.38869
5101,39.23373
5102,40.190205
5103,40.343884
5104,41.920063
5105,42.121895
5106,42.875935
5107,43.294575
5108,43.64826
5109,43.359035
5110,43.927788
5111,43.679817
5112,43.77884
5113,44.13696
5114,44.250294
5115,44.02895
5116,43.53497
5117,43.072063
5118,42.941956
5119,43.09933
5120,43.108547
5121,42.38454
5122,42.922646
5123,42.9052
5124,41.95832
5125,42.623074
5126,42.314926
5127,42.370937
5128,42.187817
5129,42.40957
5130,42.194473
5131,41.706623
5132,41.040577
5133,41.038303
5134,40.949924
5135,39.40253
5136,39.465527
5137,39.78021
5138,39.640152
5139,38.76345
5140,38.80994
5141,38.85168
5142,38.13938
5143,38.2462
5144,37.591785
5145,37.37893
5146,36.66966
5147,36.515945
5148,35.580223
5149,34.87597
5150,34.514896
5151,35.163155
5152,34.209747
5153,33.571964
5154,32.553043
5155,32.369286
5156,32.01803
5157,31.55859
5158,30.922953
5159,30.310007
5160,29.929205
5161,29.897728
5162,29.34341
5163,28.988329
5164,28.900076
5165,28.66996
5166,29.01977
5167,28.211617
5168,28.253223
5169,28.299212
5170,28.232418
5171,28.227438
5172,28.047234
5173,27.998253
5174,28.140884
5175,27.390663
5176,27.425987
5177,27.405432
5178,27.046148
5179,26.581001
5180,26.103168
5181,25.880232
5182,25.693188
5183,25.317736
5184,25.110603
5185,26.345955
5186,26.224213
5187,26.883057
5188,27.136969
5189,27.06971
5190,27.083813
5191,26.94259
5192,26.71283
5193,26.190819
5194,25.873837
5195,25.482347
5196,25.422234
5197,25.469646
5198,24.809357
5199,24.42286
5200,23.74042
5201,23.867323
5202,23.420849
5203,23.500526
5204,23.156181
5205,22.892624
5206,22.527626
5207,22.039557
5208,21.87975
5209,21.114527
5210,20.637148
5211,20.268154
5212,19.746069
5213,19.320677
5214,19.418863
5215,19.511189
5216,19.118511
5217,19.30879
5218,19.208416
5219,19.059853
5220,19.75275
5221,20.278715
5222,20.63585
5223,20.822315
5224,20.961367
5225,21.451286
5226,21.957508
5227,22.15851
5228,22.9957
5229,23.599808
5230,24.389353
5231,24.73135
5232,25.295954
5233,25.609167
5234,26.068623
5235,26.982891
5236,27.288597
5237,28.125929
5238,27.769314
5239,28.07446
5240,27.768597
5241,28.278923
5242,28.008484
5243,27.984756
5244,27.938848
5245,27.676468
5246,28.360651
5247,27.826221
5248,28.26981
5249,28.453976
5250,28.040257
5251,28.291903
5252,28.490023
5253,28.278067
5254,28.980152
5255,29.293558
5256,29.463444
5257,29.036156
5258,29.615969
5259,29.351067
5260,29.70967
5261,29.63881
5262,29.801445
5263,29.342827
5264,29.108894
5265,29.028854
5266,28.414948
5267,28.241606
5268,28.047901
5269,27.590618
5270,27.193268
5271,26.566856
5272,25.858044
5273,25.481558
5274,25.325619
5275,25.140213
5276,24.572575
5277,24.166206
5278,24.326004
5279,24.443289
5280,24.689724
5281,24.99131
5282,25.474442
5283,26.03015
5284,25.74074
5285,26.523415
5286,26.926403
5287,26.627193
5288,26.559662
5289,27.152092
5290,26.939993
5291,27.289045
5292,26.999828
5293,26.986757
5294,26.823177
5295,26.474499
5296,26.050098
5297,25.787937
5298,25.694798
5299,25.56104
5300,24.988445
5301,24.784374
5302,24.434067
5303,24.216408
5304,23.335142
5305,22.882824
5306,21.909216
5307,21.392704
5308,21.131422
5309,20.605648
5310,20.111282
5311,19.573866
5312,19.215015
5313,19.150095
5314,18.961937
5315,18.95673
5316,18.908367
5317,19.007511
5318,18.883566
5319,18.967545
5320,18.49916
5321,18.886278
5322,19.110493
5323,19.326756
5324,19.352766
5325,19.0792
5326,18.89715
5327,18.972752
5328,19.086018
5329,19.381561
5330,19.038761
5331,19.406164
5332,19.425953
5333,19.378832
5334,19.6016
5335,19.756262
5336,19.893953
5337,19.81777
5338,20.00869
5339,19.929749
5340,20.2499
5341,20.391285
5342,20.308056
5343,20.060726
5344,20.314339
5345,20.333807
5346,20.333412
5347,20.214066
5348,20.278534
5349,20.247452
5350,20.30692
5351,20.182377
5352,20.316183
5353,20.26395
5354,20.356684
5355,20.505718
5356,20.377644
5357,20.416744
5358,20.559189
5359,20.590351
5360,20.502655
5361,20.336304
5362,20.524456
5363,20.489803
5364,20.358074
5365,20.276876
5366,20.4511
5367,20.718803
5368,20.842653
5369,21.111685
5370,21.070621
5371,21.293892
5372,21.38958
5373,21.65665
5374,21.91998
5375,21.99759
5376,22.208784
5377,22.517557
5378,22.75269
5379,23.165335
5380,23.445911
5381,23.570831
5382,23.563183
5383,23.751472
5384,23.931183
5385,24.391705
5386,24.917189
5387,25.413206
5388,25.749308
5389,26.087057
5390,26.66344
5391,27.216862
5392,27.692335
5393,27.821184
5394,28.939589
5395,29.157318
5396,29.210365
5397,29.319752
5398,29.887232
5399,30.150146
5400,30.551239
5401,30.604689
5402,31.030727
5403,31.09708
5404,31.181417
5405,31.322807
5406,31.591843
5407,31.820675
5408,32.03849
5409,31.948925
5410,31.592915
5411,31.546875
5412,31.859121
5413,31.892675
5414,31.985004
5415,32.83671
5416,32.77257
5417,32.880497
5418,33.18263
5419,34.270206
5420,34.417156
5421,34.80564
5422,35.233402
5423,35.15095
5424,35.043324
5425,34.4678
5426,34.59366
5427,34.523727
5428,34.90642
5429,34.963543
5430,35.12157
5431,34.665
5432,34.55158
5433,34.084873
5434,33.753727
5435,33.53411
5436,32.832058
5437,32.348534
5438,32.533405
5439,31.774582
5440,31.195301
5441,30.76431
5442,29.939667
5443,29.58055
5444,29.242617
5445,28.688877
5446,28.281857
5447,27.83762
5448,27.576782
5449,27.208717
5450,27.056046
5451,26.700062
5452,26.216541
5453,26.051826
5454,26.477007
5455,25.86407
5456,25.697002
5457,25.414742
5458,25.301645
5459,25.03821
5460,24.9409
5461,24.452272
5462,24.826859
5463,24.61269
5464,24.764816
5465,24.539629
5466,24.698643
5467,24.900078
5468,24.58525
5469,24.60749
5470,24.29894
5471,24.482841
5472,24.218506
5473,23.971107
5474,23.704496
5475,23.342108
5476,23.084284
5477,22.786253
5478,22.50586
