id,Y18
4752,20.319504
4753,19.70992
4754,19.856146
4755,19.233923
4756,18.849619
4757,18.819921
4758,18.762777
4759,18.764772
4760,18.610954
4761,18.694424
4762,18.603745
4763,18.429234
4764,18.336351
4765,18.852182
4766,18.673758
4767,18.772001
4768,18.80911
4769,18.893059
4770,19.11748
4771,19.099298
4772,18.613281
4773,18.75294
4774,18.97998
4775,18.841183
4776,18.467386
4777,18.302805
4778,18.239943
4779,18.13077
4780,17.914057
4781,18.66184
4782,18.005297
4783,18.13273
4784,18.048157
4785,17.838428
4786,18.051317
4787,17.865673
4788,18.160963
4789,18.515032
4790,18.456728
4791,18.781733
4792,19.01756
4793,19.086014
4794,19.78287
4795,20.338541
4796,20.812017
4797,21.797113
4798,22.39319
4799,23.145592
4800,23.894892
4801,24.451187
4802,24.412088
4803,25.82485
4804,26.43864
4805,27.857248
4806,29.188744
4807,29.95964
4808,31.09757
4809,32.598255
4810,33.11414
4811,33.406506
4812,34.378086
4813,34.826565
4814,35.94964
4815,35.79194
4816,36.39582
4817,36.74048
4818,38.67394
4819,36.865532
4820,39.182415
4821,37.707836
4822,39.757015
4823,39.326565
4824,40.98585
4825,38.696537
4826,40.981308
4827,39.33805
4828,39.284138
4829,39.590412
4830,40.82442
4831,40.25819
4832,39.87666
4833,40.93921
4834,40.416637
4835,39.670513
4836,38.58989
4837,39.317074
4838,37.246723
4839,38.079933
4840,35.527393
4841,37.56484
4842,37.00052
4843,36.56342
4844,36.241703
4845,36.040176
4846,35.37132
4847,35.289455
4848,33.36785
4849,34.437138
4850,33.693573
4851,34.323833
4852,33.444576
4853,32.911266
4854,32.7496
4855,29.962538
4856,31.939367
4857,30.729973
4858,31.131632
4859,30.895952
4860,30.501734
4861,28.934221
4862,28.998617
4863,28.993662
4864,29.546635
4865,28.239115
4866,28.352604
4867,28.486513
4868,28.03873
4869,26.742067
4870,26.293482
4871,25.464897
4872,24.590364
4873,24.355215
4874,24.273323
4875,24.088772
4876,24.199306
4877,23.675098
4878,23.429335
4879,23.162777
4880,22.880682
4881,22.209326
4882,21.931744
4883,21.655676
4884,22.17326
4885,21.609066
4886,21.62301
4887,21.284052
4888,20.905333
4889,20.152807
4890,20.502249
4891,19.59258
4892,19.845661
4893,19.34389
4894,18.774221
4895,18.599909
4896,18.855007
4897,19.472073
4898,18.522451
4899,18.66151
4900,18.018934
4901,18.346716
4902,18.288696
4903,18.032944
4904,17.896223
4905,17.985321
4906,17.522455
4907,18.082428
4908,17.707745
4909,17.985891
4910,17.447124
4911,17.479366
4912,17.30758
4913,17.279667
4914,17.237658
4915,17.20232
4916,17.3251
4917,16.829676
4918,16.896803
4919,16.864563
4920,17.168749
4921,16.890116
4922,16.33322
4923,16.584894
4924,16.588102
4925,16.319162
4926,16.301327
4927,16.300957
4928,16.630903
4929,16.506134
4930,16.644081
4931,17.459772
4932,16.954872
4933,17.763842
4934,17.54645
4935,18.122799
4936,18.621588
4937,19.481112
4938,19.668077
4939,20.269857
4940,19.915228
4941,20.659575
4942,21.624853
4943,22.728773
4944,24.613949
4945,25.827932
4946,26.142128
4947,27.427631
4948,28.146666
4949,29.233578
4950,29.221863
4951,30.61594
4952,30.31256
4953,31.615198
4954,31.921835
4955,33.287785
4956,33.375492
4957,33.693134
4958,33.33576
4959,33.233223
4960,33.21207
4961,32.835587
4962,34.00057
4963,33.653923
4964,33.900936
4965,34.110188
4966,34.884563
4967,36.375446
4968,35.31897
4969,37.234932
4970,36.72558
4971,36.24518
4972,37.416096
4973,37.461067
4974,38.691456
4975,38.92523
4976,38.45649
4977,38.849316
4978,37.393448
4979,38.747513
4980,38.285923
4981,37.336514
4982,38.02144
4983,36.473663
4984,37.510048
4985,36.20901
4986,36.158527
4987,35.566753
4988,35.92322
4989,35.593945
4990,35.887657
4991,34.18902
4992,34.849426
4993,34.781445
4994,34.676983
4995,34.21268
4996,35.077938
4997,34.49383
4998,34.067802
4999,34.147045
5000,33.307476
5001,34.297543
5002,32.90465
5003,33.422512
5004,33.02435
5005,32.890812
5006,32.94273
5007,32.563732
5008,32.02011
5009,31.948069
5010,31.132433
5011,30.617922
5012,29.51748
5013,29.515676
5014,28.6067
5015,28.30477
5016,27.522484
5017,27.22407
5018,26.426456
5019,26.266743
5020,25.831215
5021,25.216877
5022,24.814165
5023,24.922287
5024,24.686438
5025,23.845797
5026,23.111435
5027,22.918919
5028,22.97492
5029,23.249037
5030,22.981743
5031,21.471453
5032,21.534916
5033,21.76666
5034,20.96948
5035,21.345375
5036,20.87248
5037,20.848299
5038,20.572584
5039,19.893764
5040,19.896265
5041,21.479631
5042,20.771126
5043,20.86258
5044,20.4584
5045,20.491076
5046,20.093245
5047,20.163193
5048,20.054152
5049,20.060932
5050,19.683416
5051,19.145752
5052,18.910177
5053,18.629343
5054,18.701313
5055,18.678633
5056,18.459417
5057,18.470333
5058,18.562685
5059,18.199583
5060,18.193884
5061,18.371231
5062,18.04498
5063,18.039537
5064,18.160166
5065,17.760134
5066,18.175241
5067,17.906477
5068,17.980984
5069,18.022543
5070,17.712368
5071,17.661665
5072,17.667814
5073,17.59785
5074,17.6029
5075,17.891195
5076,18.019472
5077,18.44066
5078,18.73189
5079,19.165668
5080,19.397718
5081,20.242094
5082,21.232195
5083,21.619352
5084,22.28844
5085,22.97809
5086,23.305027
5087,24.263498
5088,25.178556
5089,25.543083
5090,26.082325
5091,26.998983
5092,27.744385
5093,28.786053
5094,29.458193
5095,30.19532
5096,31.565084
5097,31.229742
5098,32.469456
5099,32.609135
5100,33.256943
5101,33.676464
5102,34.105484
5103,34.545086
5104,35.63833
5105,35.40605
5106,36.240944
5107,36.63946
5108,36.78812
5109,36.272808
5110,37.7619
5111,37.016537
5112,38.42034
5113,38.47289
5114,38.52602
5115,38.242878
5116,37.60474
5117,37.43911
5118,37.681973
5119,38.15055
5120,38.247833
5121,38.263306
5122,39.140095
5123,39.635807
5124,38.756496
5125,39.585987
5126,38.95989
5127,39.497555
5128,38.54005
5129,39.7196
5130,38.425873
5131,39.020958
5132,37.793507
5133,38.11012
5134,38.541233
5135,36.137444
5136,37.667194
5137,37.215405
5138,38.17027
5139,36.83536
5140,37.414936
5141,37.165607
5142,36.547966
5143,37.53251
5144,36.846046
5145,35.38252
5146,36.426254
5147,35.424534
5148,36.130627
5149,33.984493
5150,34.476955
5151,34.23371
5152,33.725254
5153,33.150013
5154,32.53297
5155,32.32457
5156,32.405792
5157,31.985626
5158,30.77768
5159,30.408888
5160,29.778788
5161,30.33451
5162,29.306635
5163,29.114616
5164,28.940992
