id,Y18
4752,20.068653
4753,19.967903
4754,19.821507
4755,19.726177
4756,19.86913
4757,19.821507
4758,19.773808
4759,19.49065
4760,19.238403
4761,19.238403
4762,19.155628
4763,18.990143
4764,18.948784
4765,18.788042
4766,18.70956
4767,18.748798
4768,18.593687
4769,18.5553
4770,18.478596
4771,18.401983
4772,18.44028
4773,18.478596
4774,18.5553
4775,18.70956
4776,18.516933
4777,18.516933
4778,18.401983
4779,18.248775
4780,18.287224
4781,18.248775
4782,18.248774
4783,18.325457
4784,18.248775
4785,18.209976
4786,18.287224
4787,18.248775
4788,18.209976
4789,18.325455
4790,18.325455
4791,18.478596
4792,18.670452
4793,18.788042
4794,19.11425
4795,19.447895
4796,19.630905
4797,19.967903
4798,20.319235
4799,20.962334
4800,21.308254
4801,21.740849
4802,22.2459
4803,22.747978
4804,23.175655
4805,23.388573
4806,23.672058
4807,24.471817
4808,25.245546
4809,26.03482
4810,26.708393
4811,27.26764
4812,27.936258
4813,27.60229
4814,28.712921
4815,29.265715
4816,28.269564
4817,30.57951
4818,29.857513
4819,31.299149
4820,31.87319
4821,30.867645
4822,32.016464
4823,34.154327
4824,34.296104
4825,34.435917
4826,34.666237
4827,34.69007
4828,34.435917
4829,34.439365
4830,34.06452
4831,34.666237
4832,34.111813
4833,34.06452
4834,33.969578
4835,34.690327
4836,34.666237
4837,34.29953
4838,34.29953
4839,34.485794
4840,34.06452
4841,33.58423
4842,34.34624
4843,34.439365
4844,34.29953
4845,34.53211
4846,34.53211
4847,34.578217
4848,34.158875
4849,34.64686
4850,33.82629
4851,33.486313
4852,33.874214
4853,33.53533
4854,33.77823
4855,33.77823
4856,33.82629
4857,33.437157
4858,33.874214
4859,34.252735
4860,34.485794
4861,34.57822
4862,34.69043
4863,34.688408
4864,34.69043
4865,34.435917
4866,33.728447
4867,33.01677
4868,30.57951
4869,29.044716
4870,27.936258
4871,27.044167
4872,26.14727
4873,25.245546
4874,24.368433
4875,24.019981
4876,24.106781
4877,23.459408
4878,23.317665
4879,23.388573
4880,22.890808
4881,22.747978
4882,22.533218
4883,22.2459
4884,21.812847
4885,21.668823
4886,21.885195
4887,21.740849
4888,21.207142
4889,21.011309
4890,20.667015
4891,20.765736
4892,20.468716
4893,20.21922
4894,19.967903
4895,19.91742
4896,19.678581
4897,19.405792
4898,19.405792
4899,19.238403
4900,19.238403
4901,19.197014
4902,19.197014
4903,19.11425
4904,19.031506
4905,18.8273
4906,18.70956
4907,18.593687
4908,18.5553
4909,18.325455
4910,18.401981
4911,18.401981
4912,18.401983
4913,18.209976
4914,18.13237
4915,18.209976
4916,18.054745
4917,18.054745
4918,17.899738
4919,17.899738
4920,17.899738
4921,17.706085
4922,17.706085
4923,17.628626
4924,17.628626
4925,17.551151
4926,17.667358
4927,17.744818
4928,17.822273
4929,17.97722
4930,18.093561
4931,17.938465
4932,18.015978
4933,17.97722
4934,18.209976
4935,18.287224
4936,18.632084
4937,18.948784
4938,19.031506
4939,18.907429
4940,19.197014
4941,19.447895
4942,19.821507
4943,20.41896
4944,21.011309
4945,21.255968
4946,21.885195
4947,21.812847
4948,22.676462
4949,22.604874
4950,23.600878
4951,24.577356
4952,26.708393
4953,27.155945
4954,27.713688
4955,28.158537
4956,29.265715
4957,29.857513
4958,30.723627
4959,32.302742
4960,33.01677
4961,33.301723
4962,33.159294
4963,34.435917
4964,34.666237
4965,34.666237
4966,33.82629
4967,34.158875
4968,33.68149
4969,33.633
4970,34.252735
4971,33.387924
4972,33.387924
4973,32.695942
4974,32.439518
4975,32.439518
4976,32.4842
4977,32.893906
4978,32.4842
4979,32.426125
4980,32.359123
4981,32.399338
4982,32.426125
4983,32.385937
4984,32.35242
4985,32.385937
4986,32.399338
4987,32.31218
4988,32.325596
4989,32.365826
4990,32.406036
4991,32.365826
4992,32.325596
4993,32.345715
4994,32.359123
4995,32.35242
4996,32.35242
4997,32.385937
4998,32.35242
4999,32.365826
5000,32.392635
5001,32.406036
5002,32.4842
5003,32.419434
5004,32.552822
5005,32.597008
5006,32.893906
5007,33.141132
5008,33.33863
5009,33.633
5010,34.017097
5011,34.39285
5012,34.666237
5013,34.154327
5014,33.444057
5015,32.58864
5016,31.442802
5017,30.146597
5018,29.044716
5019,28.269564
5020,26.93232
5021,26.259644
5022,26.484169
5023,26.259644
5024,25.358528
5025,24.471817
5026,23.84616
5027,24.106781
5028,23.246693
5029,23.246693
5030,22.604874
5031,22.461493
5032,22.604874
5033,22.1739
5034,22.1739
5035,22.10183
5036,21.957478
5037,21.529913
5038,21.109283
5039,20.913292
5040,21.011309
5041,20.913292
5042,20.814993
5043,20.518394
5044,20.369133
5045,20.21922
5046,20.319235
5047,20.21922
5048,20.269262
5049,20.118916
5050,19.821507
5051,19.678581
5052,19.53593
5053,19.32159
5054,19.238403
5055,19.11425
5056,19.031506
5057,18.8273
5058,18.5553
5059,18.44028
5060,18.478596
5061,18.478596
5062,18.401983
5063,18.209976
5064,18.093561
5065,18.054745
5066,18.054745
5067,17.899738
5068,17.822273
5069,17.706085
5070,17.628626
5071,17.628626
5072,17.628626
5073,17.551151
5074,17.58989
5075,17.58989
5076,17.861008
5077,18.093561
5078,18.401983
5079,18.632084
5080,19.11425
5081,19.49065
5082,19.821507
5083,20.369133
5084,20.617546
5085,20.962334
5086,21.740849
5087,22.461493
5088,22.676462
5089,23.84616
5090,24.106781
5091,25.80969
5092,26.484169
5093,27.26764
5094,28.49139
5095,29.376146
5096,30.723627
5097,30.723627
5098,32.445732
5099,33.01677
5100,34.688408
5101,34.685356
5102,34.39285
5103,34.299538
5104,33.77823
5105,33.387924
5106,32.992836
5107,32.94338
5108,33.33863
5109,32.439514
5110,32.452934
5111,32.439514
5112,32.33901
5113,32.359123
5114,32.27863
5115,32.245056
5116,32.224903
5117,32.2652
5118,32.2652
5119,32.15982
5120,32.103157
5121,32.15982
5122,32.147236
5123,32.1787
5124,32.08426
5125,32.065357
5126,32.027596
5127,32.052765
5128,32.03389
5129,32.065357
5130,32.046474
5131,32.08426
5132,32.05906
5133,31.996128
5134,32.077957
5135,32.096855
5136,32.103157
5137,32.090557
5138,32.109455
5139,32.12205
5140,32.12835
5141,32.15982
5142,32.140938
5143,32.147236
5144,32.134644
5145,32.1787
5146,32.18499
5147,32.211464
5148,32.224903
5149,32.23834
5150,32.231617
5151,32.23834
5152,32.292053
5153,32.37253
5154,32.4842
5155,32.84443
5156,33.289295
5157,34.06452
5158,34.34624
